C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,Electrode_polarity,Heat_input,Interpass_temp,Weld_type,PWHT_temp,PWHT_time,Yield_strength,UTS,Elongation,Reduction_area,Charpy_temp,Charpy_impact,Weld_ID
0.062,0.31,1.24,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,AC,0,2.0,200,MMA,250,14,468,531,29.6,81.5,,,Evans-FelowH-1991-UF.35a
0.055,0.33,1.39,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,435,510,35.6,81.5,,,Evans-FelowH-1991-UF.05b
0.049,0.34,1.39,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,430,505,31.2,82.3,,,Evans-FelowH-1991-UF.15b
0.048,0.31,1.34,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,433,504,31.0,82.3,,,Evans-FelowH-1991-UF.25b
0.048,0.36,1.3,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,465,526,30.4,80.6,,,Evans-FelowH-1991-UF.35b
0.059,0.29,1.49,0.008,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,442,524,31.6,80.6,,,Evans-FelowH-1991-E7016(1)
0.051,0.31,1.64,0.005,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,497,559,30.0,77.8,,,Evans-FelowH-1991-E7016(2)
0.069,0.53,1.17,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,487,555,31.4,78.8,,,Evans-FelowH-1991-E7016(3)
0.068,0.36,1.56,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,180,34,DC,+,1.0,200,MMA,250,14,494,569,28.4,79.6,,,Evans-FelowH-1991-TENACITOR
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,373,448,34.4,83.0,,,Evans-StressRelief-1991-0.045A
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,9,Evans-StressRelief-1991-0.045Ach-70
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,15,Evans-StressRelief-1991-0.045Ach-60
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,53,Evans-StressRelief-1991-0.045Ach-50
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,117,Evans-StressRelief-1991-0.045Ach-40
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,220,Evans-StressRelief-1991-0.045Ach-20
0.043,0.3,0.69,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,222,Evans-StressRelief-1991-0.045Ach20
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,392,476,34.4,80.6,,,Evans-StressRelief-1991-0.045B
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,21,Evans-StressRelief-1991-0.045Bch-70
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,38,Evans-StressRelief-1991-0.045Bch-60
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,74,Evans-StressRelief-1991-0.045Bch-50
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,182,Evans-StressRelief-1991-0.045Bch-40
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,220,Evans-StressRelief-1991-0.045Bch-20
0.042,0.31,0.98,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,222,Evans-StressRelief-1991-0.045Bch20
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,414,502,31.0,80.6,,,Evans-StressRelief-1991-0.045C
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,38,Evans-StressRelief-1991-0.045Cch-70
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,81,Evans-StressRelief-1991-0.045Cch-60
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,129,Evans-StressRelief-1991-0.045Cch-50
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,172,Evans-StressRelief-1991-0.045Cch-40
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,220,Evans-StressRelief-1991-0.045Cch-20
0.045,0.31,1.39,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,222,Evans-StressRelief-1991-0.045Cch20
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,444,525,29.8,79.9,,,Evans-StressRelief-1991-0.045D
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,36,Evans-StressRelief-1991-0.045Dch-70
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,76,Evans-StressRelief-1991-0.045Dch-60
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,117,Evans-StressRelief-1991-0.045Dch-50
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,153,Evans-StressRelief-1991-0.045Dch-40
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,203,Evans-StressRelief-1991-0.045Dch-20
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,222,Evans-StressRelief-1991-0.045Dch20
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,386,465,33.4,78.8,,,Evans-StressRelief-1991-0.065A
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,13,Evans-StressRelief-1991-0.065Ach-60
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,27,Evans-StressRelief-1991-0.065Ach-50
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,78,Evans-StressRelief-1991-0.065Ach-40
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,178,Evans-StressRelief-1991-0.065Ach-20
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,220,Evans-StressRelief-1991-0.065Ach20
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,418,500,35.0,80.6,,,Evans-StressRelief-1991-0.065B
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,15,Evans-StressRelief-1991-0.065Bch-70
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,45,Evans-StressRelief-1991-0.065Bch-60
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,100,Evans-StressRelief-1991-0.065Bch-50
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,155,Evans-StressRelief-1991-0.065Bch-40
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,201,Evans-StressRelief-1991-0.065Bch-20
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,220,Evans-StressRelief-1991-0.065Bch20
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,455,540,31.2,77.9,,,Evans-StressRelief-1991-0.065C
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,30,Evans-StressRelief-1991-0.065Cch-70
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,72,Evans-StressRelief-1991-0.065Cch-60
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,119,Evans-StressRelief-1991-0.065Cch-50
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,165,Evans-StressRelief-1991-0.065Cch-40
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,201,Evans-StressRelief-1991-0.065Cch-20
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,206,Evans-StressRelief-1991-0.065Cch20
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,504,594,26.2,75.0,,,Evans-StressRelief-1991-0.065D
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,30,Evans-StressRelief-1991-0.065Dch-70
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,55,Evans-StressRelief-1991-0.065Dch-60
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,89,Evans-StressRelief-1991-0.065Dch-50
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,121,Evans-StressRelief-1991-0.065Dch-40
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,161,Evans-StressRelief-1991-0.065Dch-20
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,188,Evans-StressRelief-1991-0.065Dch20
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,394,499,34.2,78.8,,,Evans-StressRelief-1991-0.095A
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,23,Evans-StressRelief-1991-0.095Ach-70
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,27,Evans-StressRelief-1991-0.095Ach-60
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,45,Evans-StressRelief-1991-0.095Ach-50
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,95,Evans-StressRelief-1991-0.095Ach-40
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,157,Evans-StressRelief-1991-0.095Ach-20
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,220,Evans-StressRelief-1991-0.095Ach20
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,435,546,34.0,77.0,,,Evans-StressRelief-1991-0.095B
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,11,Evans-StressRelief-1991-0.095Bch-70
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,34,Evans-StressRelief-1991-0.095Bch-60
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,74,Evans-StressRelief-1991-0.095Bch-50
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,110,Evans-StressRelief-1991-0.095Bch-40
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,165,Evans-StressRelief-1991-0.095Bch-20
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,220,Evans-StressRelief-1991-0.095Bch20
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,461,568,28.6,77.9,,,Evans-StressRelief-1991-0.095C
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,72,Evans-StressRelief-1991-0.095Cch-70
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,106,Evans-StressRelief-1991-0.095Cch-60
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,133,Evans-StressRelief-1991-0.095Cch-50
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,155,Evans-StressRelief-1991-0.095Cch-40
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,188,Evans-StressRelief-1991-0.095Cch-20
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,208,Evans-StressRelief-1991-0.095Cch20
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,490,597,30.2,75.0,,,Evans-StressRelief-1991-0.095D
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,53,Evans-StressRelief-1991-0.095Dch-70
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,74,Evans-StressRelief-1991-0.095Dch-60
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,95,Evans-StressRelief-1991-0.095Dch-50
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,114,Evans-StressRelief-1991-0.095Dch-40
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,151,Evans-StressRelief-1991-0.095Dch-20
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,188,Evans-StressRelief-1991-0.095Dch20
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,449,533,30.6,76.0,,,Evans-StressRelief-1991-0.145A
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-60,15,Evans-StressRelief-1991-0.145Ach-60
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-50,34,Evans-StressRelief-1991-0.145Ach-50
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-40,64,Evans-StressRelief-1991-0.145Ach-40
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-20,131,Evans-StressRelief-1991-0.145Ach-20
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,20,188,Evans-StressRelief-1991-0.145Ach20
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,482,576,29.4,76.9,,,Evans-StressRelief-1991-0.145B
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,,,,,-70,17,Evans-StressRelief-1991-0.145Bch-70
