C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,Electrode_polarity,Heat_input,Interpass_temp,Weld_type,PWHT_temp,PWHT_time,Yield_strength,UTS,Elongation,Reduction_area,Charpy_temp,Charpy_impact,Weld_ID
0.12,0.33,1.41,0.011,0.031,1.88,0.05,0.34,0.01,0.05,0.0,0.0,329.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,170,24,DC,+,2.1,107,MMA,620,1,795,895,18.0,,-3,50,SurianEtAl-C-1991-0.12htCh
0.04,0.24,0.84,0.009,0.01,2.2,0.0,0.0,0.0,0.13,0.0,0.0,300.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,481,616,23,69,,,Alekseev&-CMnNi-1991-CH1
0.04,0.22,0.81,0.009,0.011,2.19,0.0,0.0,0.0,0.29,0.0,0.0,300.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,471,596,23,66,,,Alekseev&-CMnNi-1991-CH2
0.04,0.23,0.83,0.01,0.011,2.19,0.0,0.0,0.0,0.45,0.0,0.0,280.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,498,599,24,65,,,Alekseev&-CMnNi-1991-CH3
0.04,0.24,0.82,0.009,0.01,2.2,0.0,0.0,0.0,0.62,0.0,0.0,300.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,525,623,21,65,,,Alekseev&-CMnNi-1991-CH4
0.04,0.23,0.83,0.01,0.011,2.21,0.0,0.0,0.0,0.79,0.0,0.0,320.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,536,635,23,65,,,Alekseev&-CMnNi-1991-CH5
0.04,0.23,0.83,0.01,0.011,2.21,0.0,0.0,0.0,1.01,0.0,0.0,320.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,566,674,21,62,,,Alekseev&-CMnNi-1991-CH6
0.04,0.2,0.8,0.01,0.011,2.2,0.0,0.0,0.0,1.2,0.0,0.0,370.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,25,DC,-,1.0,200,MMA,0,0,573,690,21,62,,,Alekseev&-CMnNi-1991-CH7
0.099,0.17,1.01,0.007,0.012,0.08,9.3,1.0,0.2,0.0,0.0,0.0,634.0,0.0,539.0,0.0,0.0,460.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,617,762,18.4,61.2,,,Evans-AlEl9Cr1Mo-1994--
0.093,0.16,1.03,0.008,0.012,0.98,9.08,0.98,0.19,0.0,0.0,0.0,651.0,0.0,515.0,0.0,0.0,430.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,551,751,19.6,64.5,,,Evans-AlEl9Cr1Mo-1994-1Ni
0.101,0.17,1.02,0.008,0.012,1.92,9.12,1.0,0.19,0.0,0.0,0.0,664.0,0.0,494.0,0.0,0.0,470.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,672,866,13.6,56.8,,,Evans-AlEl9Cr1Mo-1994-2Ni
0.095,0.16,1.02,0.007,0.012,3.01,9.17,0.96,0.19,0.0,0.0,0.0,610.0,0.0,489.0,0.0,0.0,450.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,920,1151,10.6,47.6,,,Evans-AlEl9Cr1Mo-1994-3Ni
0.096,0.16,1.01,0.007,0.013,0.0,9.16,0.99,0.19,0.0,0.95,0.0,672.0,0.0,552.0,0.0,0.0,450.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,525,696,19.8,64.4,,,Evans-AlEl9Cr1Mo-1994-1Co
0.094,0.18,1.0,0.008,0.017,0.0,9.31,0.98,0.19,0.0,1.89,0.0,687.0,0.0,517.0,0.0,0.0,430.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,526,690,21.9,66.0,,,Evans-AlEl9Cr1Mo-1994-2Co
0.091,0.16,1.0,0.008,0.015,0.0,9.3,0.98,0.19,0.0,2.8,0.0,666.0,0.0,520.0,0.0,0.0,410.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,481,672,23.7,66.7,,,Evans-AlEl9Cr1Mo-1994-3Co
0.095,0.18,1.04,0.008,0.015,0.0,9.35,1.0,0.19,0.0,0.0,1.03,656.0,0.0,544.0,0.0,0.0,510.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,526,702,19.6,59.3,,,Evans-AlEl9Cr1Mo-1994-1W
0.096,0.2,0.99,0.007,0.015,0.0,9.25,0.91,0.19,0.0,0.0,1.92,669.0,0.0,526.0,0.0,0.0,530.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,515,698,18.9,59.0,,,Evans-AlEl9Cr1Mo-1994-2W
0.094,0.2,1.03,0.008,0.015,0.0,9.26,0.84,0.19,0.0,0.0,2.99,640.0,0.0,537.0,0.0,0.0,580.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,489,686,18.7,49.6,,,Evans-AlEl9Cr1Mo-1994-3W
0.097,0.18,1.0,0.007,0.015,0.93,9.1,0.96,0.19,0.0,0.0,0.98,667.0,0.0,529.0,0.0,0.0,460.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,531,738,17.3,58.1,,,Evans-AlEl9Cr1Mo-1994-1W1Ni
0.091,0.18,0.99,0.008,0.015,0.0,8.94,0.97,0.18,0.0,0.92,0.98,695.0,0.0,509.0,0.0,0.0,440.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,492,673,21.8,65.3,,,Evans-AlEl9Cr1Mo-1994-1W1Co
0.09,0.17,0.97,0.008,0.015,0.0,9.2,0.96,0.18,0.0,1.87,0.97,662.0,0.0,523.0,0.0,0.0,450.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,524,701,20.7,63.7,,,Evans-AlEl9Cr1Mo-1994-1W2Co
0.05,0.46,0.96,0.01,0.017,0.03,0.0,0.01,0.0,0.02,0.0,0.0,443.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,449,542,,,,,RaiterGonzal-Mo-1989-1aw
0.05,0.46,0.96,0.01,0.017,0.03,0.0,0.01,0.0,0.02,0.0,0.0,443.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,416,507,,,,,RaiterGonzal-Mo-1989-1ht
0.045,0.48,0.97,0.01,0.018,0.03,0.0,0.32,0.0,0.02,0.0,0.0,430.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,494,570,,,,,RaiterGonzal-Mo-1989-2aw
0.045,0.48,0.97,0.01,0.018,0.03,0.0,0.32,0.0,0.02,0.0,0.0,430.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,485,584,,,,,RaiterGonzal-Mo-1989-2ht
0.05,0.41,0.92,0.011,0.019,0.02,0.0,0.51,0.0,0.02,0.0,0.0,450.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,514,594,,,,,RaiterGonzal-Mo-1989-3aw
0.05,0.41,0.92,0.011,0.019,0.02,0.0,0.51,0.0,0.02,0.0,0.0,450.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,538,626,,,,,RaiterGonzal-Mo-1989-3ht
0.06,0.44,1.6,0.01,0.018,0.03,0.0,0.01,0.0,0.02,0.0,0.0,395.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,550,615,,,,,RaiterGonzal-Mo-1989-4aw
0.06,0.44,1.6,0.01,0.018,0.03,0.0,0.01,0.0,0.02,0.0,0.0,395.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,494,556,,,,,RaiterGonzal-Mo-1989-4ht
0.06,0.46,1.63,0.01,0.02,0.02,0.0,0.34,0.0,0.02,0.0,0.0,407.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,612,688,,,,,RaiterGonzal-Mo-1989-5aw
0.06,0.46,1.63,0.01,0.02,0.02,0.0,0.34,0.0,0.02,0.0,0.0,407.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,591,674,,,,,RaiterGonzal-Mo-1989-5ht
0.055,0.48,1.62,0.011,0.021,0.02,0.0,0.54,0.0,0.02,0.0,0.0,371.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,673,737,,,,,RaiterGonzal-Mo-1989-6aw
0.055,0.48,1.62,0.011,0.021,0.02,0.0,0.54,0.0,0.02,0.0,0.0,371.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,628,727,,,,,RaiterGonzal-Mo-1989-6ht
0.06,0.42,2.0,0.01,0.02,0.02,0.0,0.01,0.0,0.02,0.0,0.0,371.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,583,664,,,,,RaiterGonzal-Mo-1989-7aw
0.06,0.42,2.0,0.01,0.02,0.02,0.0,0.01,0.0,0.02,0.0,0.0,371.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,530,626,,,,,RaiterGonzal-Mo-1989-7ht
0.06,0.39,1.95,0.01,0.021,0.02,0.0,0.34,0.0,0.02,0.0,0.0,395.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,677,741,,,,,RaiterGonzal-Mo-1989-8aw
0.06,0.39,1.95,0.01,0.021,0.02,0.0,0.34,0.0,0.02,0.0,0.0,395.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,632,709,,,,,RaiterGonzal-Mo-1989-8ht
0.055,0.39,1.99,0.01,0.022,0.02,0.0,0.54,0.0,0.02,0.0,0.0,364.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,250,16,701,748,,,,,RaiterGonzal-Mo-1989-9aw
0.055,0.39,1.99,0.01,0.022,0.02,0.0,0.54,0.0,0.02,0.0,0.0,364.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.8,100,MMA,620,1,693,783,,,,,RaiterGonzal-Mo-1989-9ht
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180,23,DC,+,1.0,250,MMA,0,0,408,,,,,,SvenGret-1990-1
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,5,SvenGret-1990-1Ch-6
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,12,SvenGret-1990-1Ch-4
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,48,SvenGret-1990-1Ch-2
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,136,SvenGret-1990-1Ch0
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,212,SvenGret-1990-1Ch2
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,440,,,,,,SvenGret-1990-2
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,10,SvenGret-1990-2Ch-6
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,21,SvenGret-1990-2Ch-4
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,38,SvenGret-1990-2Ch-2
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,152,SvenGret-1990-2Ch0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,195,SvenGret-1990-2Ch2
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,488,,,,,,SvenGret-1990-3
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,29,SvenGret-1990-3Ch-6
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,71,SvenGret-1990-3Ch-4
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,143,SvenGret-1990-3Ch-2
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,186,SvenGret-1990-3Ch0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,195,SvenGret-1990-3Ch223
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,506,,,,,,SvenGret-1990-4
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,57,SvenGret-1990-4Ch-6
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,88,SvenGret-1990-4Ch-4
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,143,SvenGret-1990-4Ch-2
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,167,SvenGret-1990-4Ch0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,183,SvenGret-1990-4Ch2
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180,23,DC,+,1.0,250,MMA,0,0,400,,,,,,SvenGret-1990-5
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,43,SvenGret-1990-5Ch-6
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,98,SvenGret-1990-5Ch-4
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,157,SvenGret-1990-5Ch-2
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,190,SvenGret-1990-5Ch0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,200,SvenGret-1990-5Ch2
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,430,,,,,,SvenGret-1990-6
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,12,SvenGret-1990-6Ch-6
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,86,SvenGret-1990-6Ch-4
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,124,SvenGret-1990-6Ch-2
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,176,SvenGret-1990-6Ch0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,181,SvenGret-1990-6Ch2
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,473,,,,,,SvenGret-1990-7
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,20,SvenGret-1990-7Ch-6
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,129,SvenGret-1990-7Ch-4
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,143,SvenGret-1990-7Ch-2
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,171,SvenGret-1990-7Ch0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,179,SvenGret-1990-7Ch2
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,496,,,,,,SvenGret-1990-8
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,88,SvenGret-1990-8Ch-6
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,121,SvenGret-1990-8Ch-4
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,150,SvenGret-1990-8Ch-2
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,152,SvenGret-1990-8Ch0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,174,SvenGret-1990-8Ch2
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,430,,,,,,SvenGret-1990-9
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,39,SvenGret-1990-9Ch-6
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,95,SvenGret-1990-9Ch-4
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,160,SvenGret-1990-9Ch-2
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,148,SvenGret-1990-9Ch0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,198,SvenGret-1990-9Ch2
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,450,,,,,,SvenGret-1990-10
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,60,SvenGret-1990-10Ch-6
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,117,SvenGret-1990-10Ch-4
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,162,SvenGret-1990-10Ch-2
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,0,186,SvenGret-1990-10Ch0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,20,188,SvenGret-1990-10Ch2
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,478,,,,,,SvenGret-1990-11
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-60,81,SvenGret-1990-11Ch-6
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-40,110,SvenGret-1990-11Ch-4
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180,23,DC,+,1.0,250,MMA,0,0,,,,,-20,157,SvenGret-1990-11Ch-2
